,Estado,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
647,PERNAMBUCO,Caatinga,0.0,0.0,0.07,4.5,-8.8295,-37.44971
648,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,6.6,-5.61534,-36.79795
649,ALAGOAS,Caatinga,2.0,0.24,0.64,6.6,-9.72261,-37.27565
650,ALAGOAS,Caatinga,1.0,0.27,0.65,2.9,-9.72324,-37.27809
651,PERNAMBUCO,Caatinga,0.0,0.48,0.35,19.8,-8.14923,-36.63651
652,SERGIPE,Mata Atlântica,-999.0,0.55,0.97,3.4,-10.49012,-36.63091
653,ALAGOAS,Caatinga,1.0,0.0,0.59,6.6,-9.69828,-37.22495
654,PERNAMBUCO,Mata Atlântica,0.0,0.0,0.94,12.1,-8.59754,-35.97505
655,ALAGOAS,Caatinga,0.0,0.03,0.27,10.7,-9.25656,-37.7467
656,PERNAMBUCO,Caatinga,0.0,0.0,0.48,1.9,-7.63627,-37.41634
657,BAHIA,Caatinga,0.0,7.55,0.01,25.0,-9.61678,-41.71799
658,SERGIPE,Mata Atlântica,0.0,0.0,0.27,13.2,-10.17065,-37.34846
659,PIAUÍ,Cerrado,0.0,5.06,0.02,10.3,-9.17323,-44.58255
660,PERNAMBUCO,Caatinga,0.0,0.08,0.07,10.2,-8.83536,-37.41204
661,PERNAMBUCO,Mata Atlântica,3.0,0.0,1.0,6.9,-8.71304,-35.77729
662,PERNAMBUCO,Caatinga,0.0,0.1,0.16,6.0,-8.81835,-37.23634
663,PERNAMBUCO,Caatinga,0.0,0.0,1.0,3.7,-9.03067,-36.95381
664,PERNAMBUCO,Caatinga,0.0,0.0,0.87,9.4,-9.10925,-36.72894
665,CEARÁ,Caatinga,3.0,19.51,0.0,3.2,-6.02818,-39.07174
666,BAHIA,Caatinga,2.0,0.0,0.09,7.0,-11.30575,-39.18233
667,PARAÍBA,Caatinga,0.0,0.3,0.62,9.9,-7.95013,-37.11656
668,PERNAMBUCO,Caatinga,0.0,0.1,0.05,15.1,-8.8629,-37.4072
669,BAHIA,Caatinga,1.0,0.1,0.9,7.9,-11.9059,-39.07586
670,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,6.6,-5.61965,-36.79724
671,PERNAMBUCO,Caatinga,1.0,0.34,0.27,4.7,-8.70039,-40.67879
672,PERNAMBUCO,Caatinga,0.0,0.0,0.13,4.1,-8.0738,-37.3587
673,PERNAMBUCO,Mata Atlântica,0.0,0.0,1.0,5.3,-8.59321,-35.97586
674,PARÁ,Amazônia,0.0,11.84,0.0,18.8,-2.02788,-47.1414
675,CEARÁ,Caatinga,0.0,0.2,0.29,6.6,-4.56738,-40.45485
676,CEARÁ,Caatinga,0.0,0.0,0.09,8.1,-4.93182,-40.67854
677,MARANHÃO,Amazônia,0.0,4.3,0.01,5.7,-2.71544,-44.92804
678,CEARÁ,Caatinga,1.0,2.28,0.21,3.7,-4.15662,-40.37865
679,TOCANTINS,Cerrado,0.0,0.4,0.11,5.7,-6.07995,-48.0302
680,PARÁ,Amazônia,0.0,6.18,0.0,3.2,-3.14769,-48.14944
681,CEARÁ,Caatinga,2.0,4.57,0.13,5.8,-4.08584,-40.43432
682,PIAUÍ,Caatinga,2.0,0.0,0.15,2.1,-4.99025,-41.71347
683,MARANHÃO,Amazônia,0.0,4.3,0.01,5.2,-2.71881,-44.92754
684,PARANÁ,Mata Atlântica,0.0,0.41,0.11,8.9,-24.12643,-52.62889
685,MATO GROSSO DO SUL,Mata Atlântica,0.0,4.23,0.01,1.3,-22.54817,-55.18329
686,PARANÁ,Mata Atlântica,0.0,0.39,0.11,5.5,-24.127,-52.63433
687,SÃO PAULO,Mata Atlântica,0.0,9.95,0.0,6.7,-21.22869,-49.39366
688,MINAS GERAIS,Cerrado,6.0,5.63,0.0,3.5,-16.74544,-44.06286
689,MINAS GERAIS,Cerrado,6.0,5.66,0.0,3.5,-16.74894,-44.06225
690,MINAS GERAIS,Cerrado,5.0,5.63,0.0,3.5,-16.74827,-44.05819
691,MINAS GERAIS,Cerrado,6.0,5.64,0.0,3.6,-16.74546,-44.06313
692,MINAS GERAIS,Cerrado,6.0,5.67,0.0,4.4,-16.75178,-44.05785
693,MINAS GERAIS,Cerrado,6.0,5.63,0.0,3.6,-16.74828,-44.05846
694,MINAS GERAIS,Cerrado,6.0,5.67,0.0,3.6,-16.74896,-44.06252
695,MATO GROSSO DO SUL,Cerrado,0.0,1.0,0.0,0.3,-21.2545,-55.87793
696,SERGIPE,Mata Atlântica,0.0,0.13,0.56,6.1,-10.19995,-36.96395
697,PERNAMBUCO,Caatinga,0.0,0.1,0.15,4.9,-8.82018,-37.23702
698,ALAGOAS,Caatinga,0.0,0.0,0.35,4.7,-9.34216,-37.19157
699,ALAGOAS,Caatinga,0.0,0.0,0.32,6.0,-9.34098,-37.19357
700,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,1.0,14.7,-5.61828,-36.79464
701,PARAÍBA,Caatinga,1.0,1.2,0.39,9.8,-6.07683,-37.30402
702,PARAÍBA,Caatinga,2.0,1.2,0.39,9.0,-6.07546,-37.30904
703,PIAUÍ,Cerrado,0.0,3.03,0.0,7.8,-9.5726,-44.59313
704,PERNAMBUCO,Caatinga,1.0,0.0,0.43,6.5,-8.85412,-36.85323
705,PERNAMBUCO,Caatinga,0.0,0.57,0.35,23.1,-8.14784,-36.63341
706,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,9.4,-5.61928,-36.80022
707,MATO GROSSO,Amazônia,0.0,4.82,0.0,3.7,-10.51884,-52.25454
708,BAHIA,Caatinga,0.0,0.92,0.15,5.5,-10.41266,-40.81173
709,PARAÍBA,Caatinga,2.0,1.2,0.39,12.5,-6.07774,-37.30898
710,MATO GROSSO,Amazônia,0.0,6.84,0.0,4.1,-10.2342,-52.29037
711,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,19.6,-5.61743,-36.79768
712,PERNAMBUCO,Caatinga,0.0,0.69,0.26,9.2,-8.59427,-36.94123
713,BAHIA,Cerrado,2.0,25.14,0.0,5.4,-13.4358,-43.75868
714,PERNAMBUCO,Mata Atlântica,-999.0,0.04,1.0,5.1,-8.52078,-35.04351
715,MATO GROSSO,Amazônia,0.0,7.07,0.0,4.1,-10.23353,-52.28558
716,BAHIA,Caatinga,2.0,0.0,0.09,5.8,-11.30442,-39.17795
717,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,12.6,-9.35101,-36.21611
718,PERNAMBUCO,Caatinga,1.0,0.0,0.19,3.9,-8.71083,-37.32722
719,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.3,6.8,-5.40749,-37.33117
720,PERNAMBUCO,Caatinga,0.0,3.08,0.06,6.0,-8.48269,-36.91547
721,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,12.6,-9.35004,-36.21103
722,PERNAMBUCO,Caatinga,0.0,0.0,0.07,4.3,-8.8243,-37.42724
723,MATO GROSSO,Amazônia,0.0,6.96,0.0,4.1,-10.23803,-52.28983
724,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,19.8,-9.35165,-36.21278
725,BAHIA,Caatinga,0.0,0.0,0.96,3.6,-10.64194,-39.40779
726,PERNAMBUCO,Caatinga,0.0,0.1,0.15,4.9,-8.8205,-37.23679
727,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,5.7,-9.93536,-36.35739
728,PERNAMBUCO,Caatinga,1.0,1.79,0.07,5.0,-8.47378,-37.00365
729,SERGIPE,Mata Atlântica,-999.0,1.26,0.79,4.5,-10.79538,-37.04588
730,PERNAMBUCO,Caatinga,0.0,0.0,0.07,5.3,-8.83017,-37.42551
731,PERNAMBUCO,Caatinga,0.0,0.66,0.35,19.3,-8.14939,-36.6295
732,PARÁ,Amazônia,0.0,1.43,0.0,10.3,-7.61934,-49.49797
733,PERNAMBUCO,Caatinga,0.0,0.52,0.35,15.9,-8.15044,-36.63491
734,PERNAMBUCO,Caatinga,1.0,1.75,0.07,9.7,-8.47544,-37.00467
735,SERGIPE,Mata Atlântica,0.0,0.14,0.39,7.3,-10.19906,-36.95935
736,PERNAMBUCO,Caatinga,1.0,0.0,0.09,6.1,-8.75168,-37.37117
737,PIAUÍ,Cerrado,0.0,3.04,0.0,8.6,-9.57448,-44.59415
738,PERNAMBUCO,Mata Atlântica,3.0,0.0,0.94,6.1,-8.78358,-35.59182
739,PIAUÍ,Cerrado,0.0,0.66,0.04,13.0,-10.7231,-45.06607
740,PARÁ,Amazônia,1.0,1.25,0.12,13.4,-9.72965,-51.02911
741,MARANHÃO,Amazônia,-999.0,1.62,0.18,4.1,-2.41734,-44.86584
742,PARÁ,Amazônia,2.0,2.23,0.03,3.0,-5.23062,-48.63921
743,PIAUÍ,Caatinga,0.0,3.01,0.03,3.4,-4.97425,-42.09583
744,PARÁ,Amazônia,2.0,29.82,0.0,3.1,-3.53327,-48.87882
745,PARÁ,Amazônia,0.0,6.2,0.0,5.7,-3.14895,-48.14553
746,TOCANTINS,Cerrado,0.0,0.7,0.09,12.0,-6.12205,-47.89447
747,MARANHÃO,Amazônia,0.0,4.3,0.01,7.4,-2.71696,-44.92645
748,MARANHÃO,Amazônia,0.0,4.3,0.01,7.3,-2.71793,-44.9253
749,CEARÁ,Caatinga,1.0,2.3,0.21,4.2,-4.15624,-40.37743
750,PARÁ,Amazônia,0.0,6.23,0.0,5.7,-3.14951,-48.14917
751,PARÁ,Amazônia,2.0,2.33,0.05,3.4,-5.22729,-48.63972
752,PARÁ,Amazônia,0.0,14.51,0.0,4.5,-2.81382,-49.21315
753,MARANHÃO,Cerrado,0.0,0.49,0.0,10.8,-4.85345,-44.86531
754,PARÁ,Amazônia,0.0,6.11,0.0,5.7,-3.14555,-48.14605
755,CEARÁ,Caatinga,2.0,4.59,0.11,2.4,-4.08518,-40.43079
756,PARÁ,Amazônia,0.0,11.89,0.0,14.3,-2.02686,-47.14026
757,MARANHÃO,Cerrado,0.0,0.48,0.0,10.8,-4.85268,-44.8604
758,AMAZONAS,Amazônia,0.0,6.47,0.0,0.3,-4.59555,-58.81281
759,RORAIMA,Amazônia,7.0,0.5,1.0,19.1,1.75932,-61.14642
760,RORAIMA,Amazônia,4.0,0.0,1.0,7.5,4.82357,-60.04902
761,RORAIMA,Amazônia,8.0,0.0,0.43,3.7,1.87829,-61.40145
762,RORAIMA,Amazônia,7.0,0.5,-999.0,12.9,1.76079,-61.14225
763,RORAIMA,Amazônia,5.0,0.0,0.46,25.6,1.5128,-59.9425
764,RORAIMA,Amazônia,7.0,0.0,0.4,4.7,1.93546,-60.36101
765,RORAIMA,Amazônia,9.0,0.0,1.0,6.4,3.19442,-59.94164
766,RORAIMA,Amazônia,25.0,0.0,1.0,5.4,4.32052,-60.56022
767,RORAIMA,Amazônia,9.0,0.0,1.0,5.8,3.14573,-59.97624
768,RORAIMA,Amazônia,4.0,0.0,1.0,4.4,4.70175,-60.10691
769,RORAIMA,Amazônia,5.0,0.0,0.58,8.6,2.54794,-61.15533
770,RORAIMA,Amazônia,8.0,0.0,0.4,4.6,1.92938,-60.36374
771,RORAIMA,Amazônia,4.0,0.0,1.0,3.3,4.85056,-60.09021
772,RORAIMA,Amazônia,22.0,0.0,1.0,2.9,4.24848,-60.18671
773,RORAIMA,Amazônia,6.0,0.0,0.47,5.7,1.49672,-59.93969
774,RORAIMA,Amazônia,11.0,0.0,0.69,6.8,4.36092,-61.06031
775,RORAIMA,Amazônia,5.0,0.0,0.46,11.3,1.5069,-59.94501
776,RORAIMA,Amazônia,9.0,0.0,1.0,3.4,3.4906,-60.29303
777,RORAIMA,Amazônia,8.0,0.0,1.0,2.7,4.10758,-61.13244
778,RORAIMA,Amazônia,8.0,0.0,0.4,7.2,1.9288,-60.36728
779,RORAIMA,Amazônia,9.0,0.0,1.0,2.4,4.06105,-61.06902
780,RORAIMA,Amazônia,9.0,0.0,1.0,5.2,3.14618,-59.97301
781,RORAIMA,Amazônia,6.0,0.0,0.46,6.1,1.49241,-59.96668
782,RORAIMA,Amazônia,8.0,0.0,1.0,4.4,3.44203,-59.90378
783,RORAIMA,Amazônia,9.0,0.0,1.0,4.7,3.152,-59.97071
784,RORAIMA,Amazônia,9.0,0.0,1.0,4.4,3.50017,-60.3014
785,RORAIMA,Amazônia,6.0,0.0,0.47,4.8,1.49348,-59.96002
786,RORAIMA,Amazônia,9.0,0.0,1.0,11.2,2.09867,-59.78872
787,RORAIMA,Amazônia,12.0,0.0,0.91,3.6,4.35683,-61.05769
788,RORAIMA,Amazônia,6.0,0.0,0.4,4.1,1.35267,-60.02902
789,RORAIMA,Amazônia,9.0,0.0,1.0,4.7,3.14624,-59.97305
790,RORAIMA,Amazônia,4.0,0.0,0.46,5.3,1.51711,-59.95012
791,RORAIMA,Amazônia,4.0,0.0,1.0,4.4,4.70641,-60.11074
792,RORAIMA,Amazônia,17.0,0.0,1.0,5.3,4.26212,-60.26677
793,RORAIMA,Amazônia,8.0,0.0,0.4,4.6,1.92996,-60.36019
794,RORAIMA,Amazônia,9.0,0.0,1.0,4.5,3.15251,-59.96752
795,RORAIMA,Amazônia,4.0,0.0,0.86,7.0,0.58701,-60.35356
796,RORAIMA,Amazônia,12.0,0.0,0.88,3.0,4.35738,-61.05441
797,RORAIMA,Amazônia,9.0,0.0,1.0,5.2,3.15196,-59.97066
798,RORAIMA,Amazônia,6.0,0.0,0.38,13.0,1.52542,-60.39151
799,RORAIMA,Amazônia,6.0,0.0,0.47,10.6,1.49401,-59.95671
800,RORAIMA,Amazônia,4.0,0.0,1.0,3.3,4.85008,-60.09303
801,RORAIMA,Amazônia,9.0,0.0,1.0,2.5,3.4943,-60.30385
802,RORAIMA,Amazônia,5.0,0.0,0.46,39.3,1.51334,-59.93912
803,RORAIMA,Amazônia,9.0,0.0,1.0,10.8,3.1588,-59.96197
804,RORAIMA,Amazônia,5.0,0.0,1.0,6.0,4.84258,-60.54754
805,RORAIMA,Amazônia,5.0,0.0,0.46,5.6,1.51013,-59.95937
806,RORAIMA,Amazônia,6.0,0.0,0.47,6.9,1.49025,-59.94575
807,RORAIMA,Amazônia,9.0,0.0,1.0,4.4,3.50072,-60.29807
808,RORAIMA,Amazônia,8.0,0.0,0.4,4.7,1.93488,-60.36459
809,RORAIMA,Amazônia,3.0,0.0,1.0,4.4,4.70691,-60.10772
810,RORAIMA,Amazônia,9.0,0.0,1.0,3.1,3.18291,-59.94627
811,RORAIMA,Amazônia,23.0,0.0,1.0,8.8,4.29639,-60.57303
812,RORAIMA,Amazônia,14.0,0.0,1.0,4.9,3.65345,-61.01352
813,RORAIMA,Amazônia,9.0,0.0,1.0,2.4,3.51337,-60.38905
814,RORAIMA,Amazônia,5.0,0.0,0.46,11.3,1.50744,-59.94159
815,RORAIMA,Amazônia,2.0,0.0,0.15,6.4,0.15967,-60.47729
816,RORAIMA,Amazônia,17.0,0.0,1.0,4.3,4.26114,-60.27271
817,RORAIMA,Amazônia,5.0,0.0,0.46,5.6,1.5155,-59.9603
818,RORAIMA,Amazônia,11.0,0.0,0.88,3.6,4.3563,-61.06093
819,RORAIMA,Amazônia,6.0,0.0,0.47,6.5,1.49192,-59.93532
820,RORAIMA,Amazônia,4.0,0.0,0.46,6.0,0.59264,-60.35428
821,RORAIMA,Amazônia,6.0,0.0,0.47,10.6,1.49454,-59.95337
822,RORAIMA,Amazônia,6.0,0.0,0.47,5.7,1.49081,-59.94224
823,RORAIMA,Amazônia,5.0,0.0,0.46,14.8,1.50799,-59.93816
824,RORAIMA,Amazônia,4.0,0.0,1.0,2.9,4.8478,-60.09383
825,RORAIMA,Amazônia,9.0,0.0,1.0,3.1,3.49963,-60.30472
826,RORAIMA,Amazônia,6.0,0.0,0.4,4.1,1.35213,-60.03241
827,RORAIMA,Amazônia,2.0,0.0,0.15,6.4,0.15904,-60.48119
828,RORAIMA,Amazônia,6.0,0.0,0.47,6.5,1.49782,-59.93284
829,RORAIMA,Amazônia,5.0,0.0,0.46,25.6,1.51227,-59.94589
830,RORAIMA,Amazônia,9.0,0.0,1.0,3.0,3.4405,-59.91307
831,RORAIMA,Amazônia,10.0,0.0,0.93,6.2,4.41635,-61.06836
832,RORAIMA,Amazônia,9.0,0.0,1.0,4.2,2.09359,-59.78945
833,RORAIMA,Amazônia,9.0,0.0,0.99,4.2,2.09885,-59.79031
834,RORAIMA,Amazônia,9.0,0.0,1.0,7.0,3.1939,-59.94479
835,RORAIMA,Amazônia,4.0,0.0,0.46,39.3,1.5187,-59.94004
836,RORAIMA,Amazônia,5.0,0.0,1.0,9.2,4.84306,-60.54467
837,RORAIMA,Amazônia,9.0,0.0,1.0,9.5,2.09936,-59.7871
838,RORAIMA,Amazônia,9.0,0.0,1.0,6.2,3.1651,-59.95645
839,RORAIMA,Amazônia,2.0,0.0,0.08,3.8,0.06667,-60.64965
840,RORAIMA,Amazônia,9.0,0.0,1.0,7.3,3.14564,-59.97619
841,RORAIMA,Amazônia,25.0,0.0,1.0,3.7,4.31572,-60.55601
842,RORAIMA,Amazônia,8.0,0.0,1.0,2.6,3.56902,-60.17421
843,RORAIMA,Amazônia,6.0,0.0,0.47,3.9,1.49885,-59.96091
844,RORAIMA,Amazônia,6.0,0.3,0.3,8.9,2.23031,-60.69827
845,RORAIMA,Amazônia,12.0,0.0,0.68,6.8,4.36148,-61.05706
846,RORAIMA,Amazônia,20.0,0.0,1.0,2.2,4.24161,-60.19573
847,RORAIMA,Amazônia,4.0,0.0,0.46,39.3,1.51923,-59.9367
848,RORAIMA,Amazônia,16.0,0.0,0.62,10.8,3.49231,-61.93027
849,RORAIMA,Amazônia,26.0,0.0,1.0,2.9,4.55979,-60.37747
850,RORAIMA,Amazônia,20.0,0.0,1.0,7.5,4.24686,-60.19646
851,RORAIMA,Amazônia,14.0,0.0,1.0,1.9,3.63309,-60.97151
852,RORAIMA,Amazônia,4.0,0.0,0.46,25.6,1.51817,-59.94337
853,RORAIMA,Amazônia,5.0,0.0,0.46,5.6,1.51066,-59.95599
854,RORAIMA,Amazônia,4.0,0.0,1.0,5.2,4.82456,-60.0431
855,RORAIMA,Amazônia,5.0,0.0,0.46,39.3,1.51388,-59.93573
856,RORAIMA,Amazônia,10.0,0.0,0.91,9.0,2.72136,-60.24415
857,RORAIMA,Amazônia,10.0,0.0,1.0,1.6,3.26274,-59.917
858,RORAIMA,Amazônia,8.0,0.0,1.0,2.7,4.10203,-61.13133
859,RORAIMA,Amazônia,9.0,0.0,1.0,3.7,3.17715,-59.9486
860,RORAIMA,Amazônia,9.0,0.0,1.0,6.0,3.43999,-59.91619
861,RORAIMA,Amazônia,20.0,0.0,1.0,3.2,4.24215,-60.19247
862,RORAIMA,Amazônia,28.0,0.0,1.0,7.6,4.62969,-60.57123
863,RORAIMA,Amazônia,9.0,0.0,1.0,6.8,3.15827,-59.96514
864,RORAIMA,Amazônia,16.0,0.0,0.62,10.5,3.49155,-61.93473
865,RORAIMA,Amazônia,10.0,0.0,1.0,4.6,3.26289,-59.91531
866,RORAIMA,Amazônia,5.0,0.0,0.46,9.1,1.50476,-59.95847
867,RORAIMA,Amazônia,12.0,0.0,1.0,2.1,4.12504,-60.28131
868,RORAIMA,Amazônia,5.0,0.0,0.46,5.3,1.5112,-59.95262
869,RORAIMA,Amazônia,6.0,0.0,0.47,4.8,1.49295,-59.96334
870,RORAIMA,Amazônia,7.0,0.5,0.42,12.9,1.76014,-61.14626
871,RORAIMA,Amazônia,7.0,0.0,0.34,4.3,1.20566,-60.61768
872,RORAIMA,Amazônia,25.0,0.0,1.0,3.5,4.32335,-60.56208
873,RORAIMA,Amazônia,21.0,0.0,1.0,3.2,4.2427,-60.18921
874,RORAIMA,Amazônia,8.0,0.0,1.0,3.0,3.44101,-59.90997
875,RORAIMA,Amazônia,6.0,0.0,0.47,6.5,1.49727,-59.93625
876,RORAIMA,Amazônia,10.0,0.0,0.93,9.0,2.71598,-60.24334
877,RORAIMA,Amazônia,7.0,0.5,-999.0,19.1,1.75999,-61.1424
878,RORAIMA,Amazônia,28.0,0.0,1.0,7.6,4.6291,-60.57479
879,RORAIMA,Amazônia,4.0,0.0,0.46,25.6,1.51764,-59.94673
880,RORAIMA,Amazônia,6.0,0.0,0.47,6.9,1.49508,-59.95
881,RORAIMA,Amazônia,5.0,0.0,0.46,5.3,1.51173,-59.94926
882,RORAIMA,Amazônia,9.0,0.0,1.0,4.6,3.15249,-59.96748
883,RORAIMA,Amazônia,6.0,0.0,0.47,5.7,1.49137,-59.93872
884,RORAIMA,Amazônia,4.0,0.0,1.0,7.5,4.82408,-60.04595
885,MATO GROSSO DO SUL,Mata Atlântica,0.0,2.09,0.03,15.6,-23.44386,-55.21922
886,SÃO PAULO,Mata Atlântica,0.0,16.53,0.0,6.0,-23.2213,-47.26168
887,PARANÁ,Mata Atlântica,1.0,2.3,0.03,1.7,-23.30778,-51.4258
888,BAHIA,Cerrado,2.0,25.01,0.0,5.7,-13.43771,-43.76003
889,PIAUÍ,Cerrado,1.0,1.62,0.04,4.1,-10.66677,-44.98811
890,PIAUÍ,Cerrado,0.0,3.05,0.0,5.3,-9.57217,-44.59449
891,TOCANTINS,Cerrado,0.0,0.7,0.11,11.7,-6.12232,-47.89652
892,MATO GROSSO,Cerrado,0.0,0.0,0.05,4.8,-10.4239,-51.03242
893,BAHIA,Cerrado,2.0,25.14,0.0,6.8,-13.43643,-43.75847
894,PERNAMBUCO,Caatinga,1.0,0.33,0.28,2.8,-8.69961,-40.67615
895,PIAUÍ,Cerrado,0.0,0.67,0.04,3.9,-10.72289,-45.0668
896,PARÁ,Amazônia,0.0,14.53,0.0,9.8,-2.81345,-49.21278
897,PIAUÍ,Cerrado,0.0,0.64,0.04,3.9,-10.72226,-45.06346
898,PARÁ,Amazônia,0.0,6.23,0.0,8.8,-3.15014,-48.14473
899,PARÁ,Amazônia,0.0,1.08,0.22,3.7,-6.22931,-52.67305
900,TOCANTINS,Cerrado,0.0,2.21,0.0,10.4,-12.12381,-46.70629
901,TOCANTINS,Cerrado,0.0,0.2,0.01,5.2,-9.63004,-49.43706
902,BAHIA,Cerrado,2.0,25.26,0.0,5.8,-13.43698,-43.7563
903,PARÁ,Amazônia,0.0,18.63,0.0,7.3,-3.502,-48.03782
904,PARÁ,Amazônia,0.0,6.27,0.0,6.2,-3.15106,-48.15033
905,TOCANTINS,Cerrado,0.0,0.7,0.07,11.6,-6.12145,-47.8914
906,PIAUÍ,Cerrado,1.0,1.65,0.04,3.0,-10.66363,-44.98816
907,PARÁ,Amazônia,0.0,0.2,0.0,4.7,-8.28234,-49.30043
908,PARÁ,Amazônia,0.0,0.25,0.0,3.1,-8.37986,-49.36744
909,RORAIMA,Amazônia,3.0,0.0,0.09,7.8,0.07723,-60.67452
910,RORAIMA,Amazônia,7.0,0.0,0.39,27.2,1.41602,-60.74899
911,RORAIMA,Amazônia,6.0,0.0,0.47,475.9,1.49901,-59.94315
912,RORAIMA,Amazônia,7.0,0.0,0.33,6.0,1.20421,-60.61751
913,PARÁ,Amazônia,0.0,7.87,0.0,2.3,-1.88242,-55.33906
914,RORAIMA,Amazônia,9.0,0.0,1.0,15.2,3.18031,-59.94559
915,RORAIMA,Amazônia,6.0,0.0,0.47,126.4,1.49548,-59.94259
916,RORAIMA,Amazônia,3.0,0.0,0.09,18.0,0.07654,-60.67898
917,RORAIMA,Amazônia,16.0,0.0,1.0,9.6,3.31693,-60.00582
918,RORAIMA,Amazônia,7.0,0.5,1.0,15.5,1.75773,-61.14936
919,RORAIMA,Amazônia,16.0,0.0,1.0,13.7,3.321,-60.00255
920,RORAIMA,Amazônia,5.0,0.0,0.46,475.9,1.50254,-59.9437
921,RORAIMA,Amazônia,8.0,0.0,0.4,7.4,1.93279,-60.36148
922,RORAIMA,Amazônia,7.0,0.0,0.41,8.8,1.94356,-60.36313
923,RORAIMA,Amazônia,7.0,0.0,0.41,5.4,1.94715,-60.36368
924,RORAIMA,Amazônia,7.0,0.51,1.0,15.5,1.75398,-61.14878
925,RORAIMA,Amazônia,7.0,0.0,0.39,27.2,1.41233,-60.74843
926,AMAZONAS,Amazônia,2.0,0.0,0.01,21.3,-0.15272,-66.969
927,PARÁ,Amazônia,0.0,0.29,0.0,3.2,-8.38403,-49.3667
928,RORAIMA,Amazônia,9.0,0.0,1.0,6.0,3.15592,-59.96539
929,RORAIMA,Amazônia,8.0,0.0,1.0,7.2,3.44038,-59.9112
930,RORAIMA,Amazônia,6.0,0.0,0.47,10.7,1.49732,-59.93066
931,RORAIMA,Amazônia,6.0,0.0,0.47,126.4,1.49257,-59.93804
932,RORAIMA,Amazônia,7.0,0.0,0.4,7.4,1.93638,-60.36202
933,RORAIMA,Amazônia,16.0,0.0,1.0,13.7,3.32159,-59.99873
934,RORAIMA,Amazônia,7.0,0.0,0.41,6.9,1.94126,-60.35437
935,RORAIMA,Amazônia,7.0,0.0,0.41,6.9,1.94484,-60.35491
936,RORAIMA,Amazônia,9.0,0.0,0.54,2.8,2.50344,-63.93339
937,AMAZONAS,Amazônia,2.0,0.0,0.01,21.3,-0.15211,-66.9651
938,PARÁ,Amazônia,0.0,11.9,0.0,11.0,-2.02742,-47.14023
939,RORAIMA,Amazônia,6.0,0.0,0.47,10.7,1.49671,-59.93463
940,RORAIMA,Amazônia,6.0,0.0,0.47,126.4,1.49195,-59.94204
941,RORAIMA,Amazônia,5.0,0.0,0.58,57.9,2.54627,-61.15538
942,RORAIMA,Amazônia,7.0,0.0,0.4,7.4,1.93703,-60.35793
943,RORAIMA,Amazônia,6.0,0.0,0.46,11.0,1.50147,-59.92722
944,RORAIMA,Amazônia,5.0,0.0,0.46,249.1,1.51022,-59.94083
945,RORAIMA,Amazônia,7.0,0.0,0.4,8.8,1.93997,-60.36256
946,RORAIMA,Amazônia,10.0,0.0,0.99,5.5,2.71436,-60.22609
947,RORAIMA,Amazônia,8.0,0.0,0.4,12.7,1.93574,-60.36613
948,RORAIMA,Amazônia,4.0,0.0,0.48,6.9,0.61097,-60.48479
949,RORAIMA,Amazônia,7.0,0.0,0.41,8.8,1.9442,-60.35902
950,RORAIMA,Amazônia,7.0,0.5,-999.0,126.5,1.75468,-61.14428
951,RORAIMA,Amazônia,9.0,0.0,0.66,7.0,2.70233,-61.05996
952,RORAIMA,Amazônia,9.0,0.0,1.0,5.1,3.16406,-59.95879
953,RORAIMA,Amazônia,3.0,0.0,0.09,7.8,0.08096,-60.67508
954,RORAIMA,Amazônia,7.0,0.0,0.4,7.4,1.93344,-60.35738
955,RORAIMA,Amazônia,2.0,0.0,0.2,14.0,0.29798,-60.45359
956,RORAIMA,Amazônia,6.0,0.0,0.47,126.4,1.49609,-59.9386
957,RORAIMA,Amazônia,3.0,0.0,0.09,18.0,0.08028,-60.67954
958,RORAIMA,Amazônia,6.0,0.0,0.47,10.7,1.49318,-59.93408
959,RORAIMA,Amazônia,7.0,0.0,0.38,7.9,1.40931,-60.74354
960,PARÁ,Amazônia,0.0,1.34,0.0,8.9,-7.62153,-49.49903
961,RORAIMA,Amazônia,5.0,0.0,0.46,32.4,1.50377,-59.93571
962,RORAIMA,Amazônia,9.0,0.0,1.0,15.3,3.19319,-59.94389
963,RORAIMA,Amazônia,9.0,0.0,1.0,3.0,3.15651,-59.96156
964,PARÁ,Amazônia,0.0,0.2,0.0,5.3,-8.28206,-49.3008
965,RORAIMA,Amazônia,9.0,0.0,1.0,5.1,3.15999,-59.96209
966,RORAIMA,Amazônia,7.0,0.0,0.41,8.8,1.94061,-60.35846
967,RORAIMA,Amazônia,5.0,0.0,0.46,249.1,1.50668,-59.94027
968,RORAIMA,Amazônia,12.0,0.0,1.0,6.1,4.12481,-60.28184
